brand,channel,month,month_idx,roas_sudden_z,roas_gradual_z,roas_alert_score,flagged,iroas_z,rroi_z,spend_z,ctr_z,cpc_z,picr_z,impr_share_z,roas_iroas_divergence,roas_rroi_divergence,cpc_z_signed_good,shape_sudden,mix_share_z,brand_spend_z,spend_vs_brand,brand_coincidence,market_coincidence
Aster Wellness,retail_media,2023-02,1,-1.8163718158555828,,-1.8163718158555828,False,-1.924665928729583,-1.7640084004251804,-2.4528531493544157,,-0.7650869077889807,1.1265478174016095,0.17651909057139425,0.10829411287400026,-0.05236341543040246,0.7650869077889807,0,-0.3880399037619483,-0.10335783615270581,-2.34949531320171,0.0,0.325
Verdant Snacks,retail_media,2023-02,1,1.2136842262802243,,1.2136842262802243,True,0.10927082571034141,0.6382668575335575,-4.053025882189469,-0.7340785420370585,-0.08039675070374916,0.47198577834477307,-0.47941330129717835,1.104413400569883,0.5754173687466668,0.08039675070374916,0,1.671972184350715,-0.131075766935768,-3.921950115253701,0.4,0.25
Solstice Foods,social,2023-02,1,0.46263549645966984,,0.46263549645966984,False,-1.1415356024350674,-0.6277704871744224,4.236664233481437,1.490346224979747,-0.8072626524856855,1.7013861281968505,-0.6345444828181623,1.6041710988947373,1.0904059836340922,0.8072626524856855,0,-0.8323743032133221,-1.511028347970059,5.747692581451496,0.0,0.3333333333333333
Verdant Snacks,affiliate,2023-02,1,1.2131383949547574,,1.2131383949547574,True,-0.11173830711086463,-0.19995750692271663,-5.6675666760349355,0.8637706174981682,0.20836934535803708,-0.7939529328037439,-0.0851925626951681,1.324876702065622,1.413095901877474,-0.20836934535803708,0,-0.21876831904895422,-0.131075766935768,-5.536490909099167,0.4,0.25
Solstice Foods,tv,2023-02,1,0.8221044870237515,,0.8221044870237515,True,0.8396689204616796,0.6603873406137294,2.1219142310117554,0.8220317282088629,,1.0056166332271637,-0.22950177561390656,-0.01756443343792813,0.1617171464100221,,0,1.2594113682929895,-1.511028347970059,3.6329425789818144,0.0,0.3333333333333333
Aster Wellness,social,2023-02,1,-0.7010657490409871,,-0.7010657490409871,False,-1.895719761753768,-1.6702724249730259,-1.71969950647591,0.486481559641625,-0.7051752579313996,-0.5784418160195178,-0.33416336306290706,1.194654012712781,0.9692066759320388,0.7051752579313996,0,0.3451137391165545,-0.10335783615270581,-1.616341670323204,0.0,0.325
Solstice Foods,paid_search,2023-02,1,,,,False,,,,-0.5999026535302459,-0.27862374621925834,0.616454012451609,-0.327707222052008,,,0.27862374621925834,0,,-1.511028347970059,,0.0,0.3333333333333333
Crestline Beverages,digital_video,2023-02,1,-0.008656358248892992,,-0.008656358248892992,False,0.020100595417675098,0.08201900343284274,2.5372702112345755,0.2330758275813416,-0.7760666248417885,1.1102733065742263,0.432679381208713,-0.02875695366656809,-0.09067536168173573,0.7760666248417885,0,-2.828229374005149,0.9356286811039283,1.6016415301306473,0.2857142857142857,0.2894736842105263
Ridgeway Grocery,paid_search,2023-02,1,1.0380405155768235,,1.0380405155768235,True,-1.3317518759281126,-0.4633434117365824,1.4482184964643707,0.4996126238560776,2.014483266291564,1.6594381805451934,-0.27982889616402423,2.3697923915049364,1.501383927313406,-2.014483266291564,0,-0.31185521669519084,-0.1715293665933378,1.6197478630577085,0.6666666666666666,0.20512820512820512
Aster Wellness,audio,2023-02,1,-1.9444696590961073,,-1.9444696590961073,False,0.3844653142897636,0.1886795712331931,-1.1848009249345401,0.5096879193139141,-0.5366333008563225,-0.614753888341794,-0.34152476168694657,-2.328934973385871,-2.1331492303293005,0.5366333008563225,0,1.6391128001503574,-0.10335783615270581,-1.0814430887818343,0.0,0.325
Halcyon Personal Care,display,2023-02,1,1.9959597181365227,,1.9959597181365227,True,2.136720154947584,1.1099909778590782,-4.265662368615217,0.45157236449640575,-1.1776654811476417,3.355759758268402,0.22875084207349294,-0.14076043681106132,0.8859687402774445,1.1776654811476417,0,-1.1104738632256428,0.1827018213888465,-4.448364190004064,0.2,0.275
Halcyon Personal Care,affiliate,2023-02,1,-0.8411925568570607,,-0.8411925568570607,False,-1.4685852040410456,-1.0755455111215628,-3.7024288595124233,0.04202348302643285,-1.2747894569200366,,-0.7995295899106407,0.6273926471839849,0.2343529542645021,1.2747894569200366,0,-0.1387838874253422,0.1827018213888465,-3.88513068090127,0.4,0.275
Halcyon Personal Care,paid_search,2023-02,1,-1.1289518932777625,,-1.1289518932777625,False,0.01160440749216729,0.11200019292764671,-2.8914992177877252,-0.3859768744067468,0.7118982703032077,0.3280855215590532,-0.20309874491703703,-1.1405563007699298,-1.240952086205409,-0.7118982703032077,0,0.9483454638535646,0.1827018213888465,-3.0742010391765717,0.4,0.275
Halcyon Personal Care,retail_media,2023-02,1,-0.9097347562155796,,-0.9097347562155796,False,0.19131020135073248,0.8947348109094877,-4.950165781330327,0.21693063140945473,-0.5524648235718481,0.7206277682168357,0.7203102972118918,-1.1010449575663122,-1.8044695671250675,0.5524648235718481,0,-1.1103210996890387,0.1827018213888465,-5.132867602719173,0.4,0.275
Crestline Beverages,tv,2023-02,1,1.295656783943393,,1.295656783943393,True,-0.398065525109191,-0.2951926470302779,0.820076345819049,0.48860904331195465,,-0.09400757106532728,0.12808057477672702,1.6937223090525841,1.590849430973671,,0,-0.016953718819195572,0.9356286811039283,-0.11555233528487929,0.14285714285714285,0.2894736842105263
Halcyon Personal Care,social,2023-02,1,3.388636501647575,,3.388636501647575,True,3.7014435919276574,3.6039871114048134,-0.10042641690669522,1.7867108057092196,-3.457249375748773,4.79675470389147,-0.08342656938695292,-0.31280709028008236,-0.2153506097572384,3.457249375748773,0,3.7394182647346037,0.1827018213888465,-0.28312823829554173,0.2,0.275
Nimbus Home,audio,2023-02,1,1.9122150807609581,,1.9122150807609581,True,0.5262968743990304,1.1274234631689806,-2.663880212912666,0.41050661996798965,1.436994738302386,1.5197827648246895,0.13408824709890615,1.3859182063619278,0.7847916175919776,-1.436994738302386,0,-0.5892750086567844,-0.2738219149097295,-2.3900582980029363,0.0,0.3
Crestline Beverages,social,2023-02,1,0.4572953727183723,,0.4572953727183723,False,0.07548064837023342,-0.2774788181079132,4.688883538662742,1.2439167177573889,-0.23329140667312973,-0.9934509864980228,0.5583166888228127,0.38181472434813885,0.7347741908262855,0.23329140667312973,0,-0.3546821999515082,0.9356286811039283,3.7532548575588134,0.2857142857142857,0.2894736842105263
Aster Wellness,digital_video,2023-02,1,0.30575921544743645,,0.30575921544743645,False,-0.48913477396118327,-0.5084026564236588,-0.6921653981047271,-0.3376650118108889,-0.08701739913828221,0.1666916408511791,0.31218861652881014,0.7948939894086198,0.8141618718710952,0.08701739913828221,0,1.0507140008622444,-0.10335783615270581,-0.5888075619520213,0.0,0.325
Nimbus Home,digital_video,2023-02,1,0.6578382467618867,,0.6578382467618867,True,1.0763898828184657,1.068358019297772,-0.2636529468032597,-0.3180620109163594,-1.6623603057042504,0.7047695217615798,0.5076435981556442,-0.41855163605657897,-0.41051977253588523,1.6623603057042504,0,0.7299179313346931,-0.2738219149097295,0.010168968106469833,0.2,0.3
Crestline Beverages,retail_media,2023-02,1,-0.9449803564768382,,-0.9449803564768382,False,-2.5703686771503227,-1.850307942503374,3.3512436781539754,-0.16793547754432464,-0.46099175990254926,0.38479186139846505,-0.41692188238835803,1.6253883206734845,0.9053275860265357,0.46099175990254926,0,-1.6923220604602727,0.9356286811039283,2.415614997050047,0.2857142857142857,0.2894736842105263
Nimbus Home,paid_search,2023-02,1,0.9790009526473561,,0.9790009526473561,True,-0.27563460548279295,-0.21271147257436213,0.5083921542104383,0.5786460978558802,-0.15597068999620767,0.11584994854388242,0.000571324515366382,1.2546355581301492,1.1917124252217182,0.15597068999620767,0,1.823896878973875,-0.2738219149097295,0.7822140691201678,0.2,0.3
Nimbus Home,retail_media,2023-02,1,0.9929297902316891,,0.9929297902316891,True,1.8240474470358414,2.0892292144980384,-1.7704601578667223,-0.13520388098842595,-1.2180681328235592,1.7602038301144507,0.6646967157597938,-0.8311176568041523,-1.0962994242663493,1.2180681328235592,0,-0.45495543310328274,-0.2738219149097295,-1.4966382429569927,0.2,0.3
Nimbus Home,social,2023-02,1,-1.5876423210312145,,-1.5876423210312145,False,0.9531378104253249,1.082327592266835,-0.7208037313294706,0.6426417639984136,-0.5095366796262073,0.7086308915013037,0.39452875184515346,-2.5407801314565392,-2.6699699132980497,0.5095366796262073,0,0.594700993433975,-0.2738219149097295,-0.4469818164197411,0.2,0.3
Crestline Beverages,paid_search,2023-02,1,-0.9154878424744577,,-0.9154878424744577,False,-1.4330933890016044,-1.5964147507042292,2.7943037175219487,0.7346382891333381,1.3506891581427853,0.45657646762215326,-0.281904177100815,0.5176055465271467,0.6809269082297715,-1.3506891581427853,0,-2.2492620210922993,0.9356286811039283,1.8586750364180205,0.2857142857142857,0.2894736842105263
Ridgeway Grocery,affiliate,2023-02,1,1.9286912595646433,,1.9286912595646433,True,0.7207915273077574,-0.21773053624609537,2.071977310346635,0.21557382573531866,0.5201990657732954,-0.21015770512759602,-0.5341057630761508,1.2078997322568858,2.1464217958107388,-0.5201990657732954,0,0.03570388763287635,-0.1715293665933378,2.243506676939973,0.6666666666666666,0.20512820512820512
Ridgeway Grocery,audio,2023-02,1,0.9823902839727383,,0.9823902839727383,True,1.3493531441101645,1.3524767963473827,-0.4773700950684893,0.3500373241557379,-0.9782855691166585,-0.7443886515446637,0.1343111124777911,-0.3669628601374262,-0.3700865123746444,0.9782855691166585,0,-1.4783433287356134,-0.1715293665933378,-0.30584072847515154,0.8333333333333334,0.20512820512820512
Crestline Beverages,ooh,2023-02,1,0.7700248688618954,,0.7700248688618954,True,1.2678644975630837,0.856265392827348,-0.6497498430840192,0.6159011085177054,,1.3147936419186776,0.21984245259193477,-0.49783962870118836,-0.08624052396545268,,0,-1.585378524187946,0.9356286811039283,-1.5853785241879474,0.2857142857142857,0.2894736842105263
Ridgeway Grocery,display,2023-02,1,0.795242866642237,,0.795242866642237,True,1.7906922388825246,1.3597632793508778,2.217166528492622,-0.9249677468292521,0.15098551061076088,-0.4071446526140991,-0.020703069063145268,-0.9954493722402876,-0.5645204127086408,-0.15098551061076088,0,-0.2275633609186567,-0.1715293665933378,2.38869589508596,0.8333333333333334,0.20512820512820512
Nimbus Home,display,2023-02,1,0.21590553262692103,,0.21590553262692103,False,0.1784122608724285,0.7330920100612375,0.7214456498795723,-1.4985987914440517,2.0021121697919138,0.04588573342123148,0.3249501580629629,0.03749327175449252,-0.5171864774343164,-2.0021121697919138,0,1.3522941983912966,-0.2738219149097295,0.9952675647893018,0.2,0.3
Verdant Snacks,digital_video,2023-02,1,1.8154646623167934,,1.8154646623167934,True,-0.7017518853621326,-0.8755558453211669,-3.9783073957555244,0.4221819018518088,-0.5741887940581808,-0.1611945228272038,0.3504338700431653,2.517216547678926,2.69102050763796,0.5741887940581808,0,1.4247568241591755,-0.131075766935768,-3.8472316288197566,0.4,0.25
Verdant Snacks,social,2023-02,1,0.9620428876588679,,0.9620428876588679,True,0.416340031941563,-0.256717957418123,-5.733789729444669,-0.31660325327686445,-1.3402063145050733,0.4879452193276694,-0.16017996474813057,0.5457028557173049,1.218760845076991,1.3402063145050733,0,-0.008791662904489666,-0.131075766935768,-5.602713962508901,0.6,0.25
Aster Wellness,display,2023-02,1,-0.05375947691272772,,-0.05375947691272772,False,0.04198940750440065,0.3970151459339137,-1.6822943460455047,-0.5633680217646919,-0.00538540987395623,-0.8891903092014383,-0.1718013892601415,-0.09574888441712837,-0.4507746228466414,0.00538540987395623,0,-0.3021372767047585,-0.10335783615270581,-1.5789365098927988,0.0,0.325
Verdant Snacks,display,2023-02,1,0.5326716152075932,,0.5326716152075932,True,-0.1108748776893583,-0.31552094107354456,-3.4515586800956655,-0.4124444248325728,1.2169078270806275,-0.8985650969126624,-0.06144861923261358,0.6435464928969515,0.8481925562811378,-1.2169078270806275,0,1.5887832101928028,-0.131075766935768,-3.3204829131598976,0.6,0.25
Verdant Snacks,paid_search,2023-02,1,-1.9947394790797355,,-1.9947394790797355,False,1.7727180088156467,1.347012680778441,-6.495629228525637,-0.8933896631802174,-0.45188372214608624,0.21460695422593545,-0.2466969435980367,-3.767457487895382,-3.3417521598581765,0.45188372214608624,0,-0.7706311619854593,-0.131075766935768,-6.3645534615898685,0.6,0.25
Ridgeway Grocery,display,2023-03,2,-0.2821822486737674,,-0.2821822486737674,False,0.9306814399188942,0.9676656605736419,0.9306587329320958,1.109332961807015,0.8086355306887335,-1.0756102917121118,-0.08356887821416858,-1.2128636885926616,-1.2498479092474093,-0.8086355306887335,0,0.20259627696088733,0.7463220766948216,0.18433665623727413,0.5,0.10256410256410256
Nimbus Home,retail_media,2023-03,2,0.32885651513057673,,0.32885651513057673,False,0.8733792489134065,0.9249133996806411,-0.11028781342146884,0.37166960039425034,0.6122522719841081,-0.12044701242146802,0.786661308261747,-0.5445227337828298,-0.5960568845500644,-0.6122522719841081,0,0.26209825295017475,0.3031046656741173,-0.4133924790955862,0.4,0.125
Solstice Foods,tv,2023-03,2,0.4578065942957445,,0.4578065942957445,False,0.810693882155059,1.1557226939161807,1.0175100531905574,0.11357101646813955,,1.2564756388588028,-0.8727041854677875,-0.3528872878593145,-0.6979160996204361,,0,1.4156268639548102,0.3922711575293529,0.6252388956612045,0.0,0.1794871794871795
Crestline Beverages,paid_search,2023-03,2,-1.9485854543338565,,-1.9485854543338565,False,-0.48891210527521917,-0.6867461904536498,0.8064021481628262,0.6500000404518174,0.06963300799624869,-0.9332283390175706,0.559259111333859,-1.4596733490586373,-1.2618392638802067,-0.06963300799624869,0,-2.147914650722936,1.0698911827102957,-0.2634890345474695,0.0,0.18421052631578946
Nimbus Home,social,2023-03,2,-2.400981745939086,,-2.400981745939086,False,0.40071547766008714,0.6230120762976472,-0.1102074628304054,0.6810010955793003,1.1027067936444122,-0.4372152750308143,0.5656254955672513,-2.801697223599173,-3.023993822236733,-1.1027067936444122,0,0.2623334806815138,0.3031046656741173,-0.4133121285045227,0.4,0.125
Aster Wellness,social,2023-03,2,0.044593788675450594,,0.044593788675450594,False,-2.32392280022773,-2.612358219926476,-0.4710383957309868,1.7287210453374227,0.16730203436288987,-0.582788834808627,0.5523100048134215,2.3685165889031805,2.6569520086019267,-0.16730203436288987,0,0.5287928978239513,-0.6688838918642878,0.19784549613330094,0.0,0.175
Ridgeway Grocery,audio,2023-03,2,0.6734132129455981,,0.6734132129455981,True,0.6917379739453589,0.6235905239953746,-0.040472995740045335,-0.31346126003378194,2.1532194569463625,-2.0063652634479254,-0.4099330195344669,-0.01832476099976077,0.04982268895022346,-2.1532194569463625,0,-1.4252959395243299,0.7463220766948216,-0.786795072434867,0.5,0.10256410256410256
Crestline Beverages,ooh,2023-03,2,-1.4953225837656061,,-1.4953225837656061,False,-0.03164260668119003,0.27976025410545136,0.1684476529092291,-1.513659737041358,,0.07989789481578767,-0.7697277641455182,-1.463679977084416,-1.7750828378710575,,0,-0.2902750081840505,1.0698911827102957,-0.9014435298010666,0.0,0.18421052631578946
Solstice Foods,social,2023-03,2,-2.388556055031515,,-2.388556055031515,False,-0.7210547953870416,-0.2678197197849139,1.3457406725529173,0.8235148287860132,-0.09801444864359402,0.057600314184086086,0.06525311288548968,-1.6675012596444732,-2.120736335246601,0.09801444864359402,0,-0.6685708448589519,0.3922711575293529,0.9534695150235644,0.0,0.1794871794871795
Verdant Snacks,social,2023-03,2,-0.7207724647612587,,-0.7207724647612587,False,-0.08509983785296509,-0.7260579313055203,-1.3265237956198788,-1.5623470206561014,0.572856438686675,1.4943090690698277,0.40308811370586284,-0.6356726269082936,0.005285466544261652,-0.572856438686675,0,-0.4650573010029536,0.9144369662249948,-2.2409607618448737,0.4,0.125
Ridgeway Grocery,paid_search,2023-03,2,1.1663671012741894,,1.1663671012741894,True,-0.1261955687112815,-0.5361848790894232,0.7992313301197076,0.7514495412778384,1.4175972210393688,1.9128295651657337,-0.10510471849659725,1.2925626699854709,1.7025519803636127,-1.4175972210393688,0,0.06694949992818915,0.7463220766948216,0.05290925342488595,0.3333333333333333,0.10256410256410256
Verdant Snacks,retail_media,2023-03,2,-0.218526118196102,,-0.218526118196102,False,-0.5348684312728987,-0.9351479063695562,-0.6385624969688098,0.250845567972843,-0.42920866917310857,0.49337422947478626,0.2245868109785054,0.3163423130767967,0.7166217881734542,0.42920866917310857,0,1.5489611821462463,0.9144369662249948,-1.5529994631938047,0.4,0.125
Crestline Beverages,digital_video,2023-03,2,-0.6256558197158179,,-0.6256558197158179,False,-0.6963099659329062,-0.19604043158452678,0.89460098471419,-1.6606690115485894,0.07001755461299919,-0.9366162674673729,-0.19130753356119273,0.07065414621708832,-0.4296153881312911,-0.07001755461299919,0,-1.8056653685157504,1.0698911827102957,-0.17529019799610568,0.0,0.18421052631578946
Ridgeway Grocery,retail_media,2023-03,2,1.2064403321590993,,1.2064403321590993,True,0.9254521604206553,0.8853950781304829,0.8559267065177718,0.4654960069809922,2.029351093240546,-1.6737726947355158,-0.9311284203701156,0.28098817173844404,0.3210452540286164,-2.029351093240546,0,0.5515843538131979,0.7463220766948216,0.10960462982295016,0.3333333333333333,0.10256410256410256
Verdant Snacks,display,2023-03,2,2.180202533718559,,2.180202533718559,True,-0.6667628828112144,-0.6329998850623405,-0.6632262162948277,-0.4601240741216429,-0.7457156409477628,0.2917267339711362,-6.9598565842598905,2.8469654165297733,2.8132024187808997,0.7457156409477628,0,0.90899035748536,0.9144369662249948,-1.5776631825198226,0.2,0.125
Ridgeway Grocery,social,2023-03,2,-0.0032352907710185407,,-0.0032352907710185407,False,0.3269919661671898,1.380855976600636,0.47880587124703106,0.2822835172213563,0.594070741176967,-1.713212478349342,,-0.3302272569382083,-1.3840912673716546,-0.594070741176967,0,-0.552443349642209,0.7463220766948216,-0.2675162054477906,0.5,0.10256410256410256
Crestline Beverages,audio,2023-03,2,0.2779067366002067,,0.2779067366002067,False,-0.556284841432919,-0.1361163456577783,0.8095767770456787,1.108047029062378,1.9210881417999865,-0.9117230648042787,-0.4079647266614195,0.8341915780331257,0.414023082257985,-1.9210881417999865,0,-1.1726175158509655,1.0698911827102957,-0.26031440566461705,0.0,0.18421052631578946
Ridgeway Grocery,tv,2023-03,2,1.4173534202325428,,1.4173534202325428,True,0.6554729677168861,0.315799020747178,-1.2269961689635076,0.803123154796148,,-0.5668570854572476,0.3346158342771813,0.7618804525156567,1.101554399485365,,0,-2.5011095662939926,0.7463220766948216,-1.9733182456583291,0.3333333333333333,0.10256410256410256
Solstice Foods,affiliate,2023-03,2,,,,False,,,,0.5662437693466065,-0.7490594612728417,0.4122231141925636,-0.524898455686347,,,0.7490594612728417,0,,0.3922711575293529,,0.0,0.1794871794871795
Solstice Foods,retail_media,2023-03,2,-0.6687863648919428,,-0.6687863648919428,False,0.6243682876749166,0.7069249389570853,1.6767685167223647,0.1409845281302518,1.9684463844609585,-0.2526765445530157,0.20625804613906354,-1.2931546525668594,-1.375711303849028,-1.9684463844609585,0,0.3005188378042172,0.3922711575293529,1.2844973591930118,0.0,0.1794871794871795
