brand,channel,month,month_idx,spend,revenue,roas,iroas,mas,rroi,ctr,cpc,picr,impression_share,cal_month,log_metric,own_n_hist,own_trailing_trend,detrended,seasonal_index,peer_trailing_trend,global_level,baseline,residual,own_sigma,peer_sigma,global_sigma,sigma,sudden_z,gradual_z,alert_score,alert_source,direction,is_true_spike,flagged,spike_type
Solstice Foods,retail_media,2023-01,0,105428.92758633221,328068.9246708049,3.111754356053373,2.6564501441373776,312647.262396936,2.965478920772666,0.01715155594118069,1.311866097445858,0.17899169770159148,0.6304497917147986,1,1.135186668770509,0,,,0.0,,,,,,,,0.15,,,,sudden,up,False,False,
Aster Wellness,retail_media,2023-01,0,32323.9181547807,120701.80095842607,3.734132736645799,2.540426351942927,92273.4400364552,2.854648981432592,0.01790882634424365,1.4290087075120477,0.15030506324014936,0.6466687334350045,1,1.317515592598531,0,,,0.0,,,,,,,,0.15,,,,sudden,up,False,False,
Solstice Foods,social,2023-01,0,139919.0885508623,484266.81236820185,3.461048934664586,2.2179011242590616,311849.1035392501,2.228781696400839,0.011586462955744326,0.9286698332302642,0.09392913155492315,0.5981589577506139,1,1.2415717034335159,0,,,0.0,,,,,,,,0.15,,,,sudden,up,False,False,
Solstice Foods,tv,2023-01,0,76452.83651480149,163331.4943571659,2.1363693199995852,1.3479221890798476,101757.89227566161,1.3309891027517466,0.0045428450505932486,,0.06570405029069992,0.5809937747727534,1,0.7591078087735416,0,,,0.0,,,,,,,,0.15,,,,sudden,up,False,False,
Aster Wellness,paid_search,2023-01,0,25728.317413668276,89333.90272945775,3.4722015160617827,3.063740330724081,77073.10162089336,2.9956526259252363,0.0348314480873449,1.7982083487076503,0.11399955728540954,0.6771200502372785,1,1.2447888354542036,0,,,0.0,,,,,,,,0.15,,,,sudden,up,False,False,
Verdant Snacks,affiliate,2023-01,0,17063.594118445446,70480.95637991955,4.130487158255298,2.931191317944836,50372.71531277178,2.9520577530802705,0.03292292076220948,1.232461079456619,0.14022568891751042,0.5775280868823046,1,1.418395356010699,0,,,0.0,,,,,,,,0.15,,,,sudden,up,False,False,
Verdant Snacks,digital_video,2023-01,0,13745.126721652674,38412.3474594646,2.7946157381694925,1.706606143885793,23529.847762565303,1.7118683762659515,0.008797278783802868,1.185404366551773,0.06720531532779025,0.5324834708619225,1,1.0276946152841835,0,,,0.0,,,,,,,,0.15,,,,sudden,up,False,False,
Aster Wellness,display,2023-01,0,44409.52898280444,78166.84076389714,1.7601366768416677,1.3496440335400497,66544.43368242435,1.498426918875691,0.005308511605573208,0.6757582689864838,0.05036812115810662,0.5276156099797724,1,0.5653914633312908,0,,,0.0,,,,,,,,0.15,,,,sudden,up,False,False,
Crestline Beverages,digital_video,2023-01,0,58976.970378447135,162762.51829983224,2.7597639766065885,1.658234993514571,95270.80977108775,1.6153900269842283,0.008041206420201865,1.0368810620999804,0.0618965849944057,0.5273740924723092,1,1.0151451603501302,0,,,0.0,,,,,,,,0.15,,,,sudden,up,False,False,
Verdant Snacks,display,2023-01,0,17445.47299921445,39009.177056382854,2.2360630209418453,1.5820087413610224,23014.439533001198,1.3192212979285523,0.0057102915637338115,0.5742262679631229,0.0477785762136116,0.5244633417825282,1,0.8047167395744939,0,,,0.0,,,,,,,,0.15,,,,sudden,up,False,False,
Ridgeway Grocery,paid_search,2023-01,0,38807.08060984456,224608.1968655576,5.787814835228268,3.882034656625722,143567.8845639255,3.6995280837359683,0.03975508829419493,2.0460110573891597,0.16107032179791983,0.6448446195568711,1,1.7557548171082815,0,,,0.0,,,,,,,,0.15,,,,sudden,up,False,False,
Crestline Beverages,ooh,2023-01,0,82157.5961508196,124348.99398769767,1.5135422628411113,0.91919086088445,81934.85894533327,0.9972889030847805,0.002844077998925165,,0.03895364293899441,0.37233166623244424,1,0.4144527730019688,0,,,0.0,,,,,,,,0.15,,,,sudden,up,False,False,
Halcyon Personal Care,display,2023-01,0,21753.31976138394,51797.54954103237,2.381133091831912,1.2265619592065589,29962.6742884973,1.377383986313962,0.006805365028972756,0.7057867083338267,0.05130077694058477,0.5228513841974036,1,0.8675764633939754,0,,,0.0,,,,,,,,0.15,,,,sudden,up,False,False,
Halcyon Personal Care,affiliate,2023-01,0,28625.249945972377,105637.0876888738,3.6903463860841197,2.2693049949465096,59660.752198310256,2.0842002187199986,0.032509926382990224,1.149162090597672,0.11253051381902728,0.6099830519406665,1,1.305720325214288,0,,,0.0,,,,,,,,0.15,,,,sudden,up,False,False,
Halcyon Personal Care,paid_search,2023-01,0,30885.268552044126,105444.23006639413,3.4140622701308954,2.621912882041953,78261.47565937418,2.5339418864853767,0.046019033152313586,1.7921644954923956,0.1583090410250147,0.6947467659055265,1,1.2279028638458898,0,,,0.0,,,,,,,,0.15,,,,sudden,up,False,False,
Halcyon Personal Care,retail_media,2023-01,0,26007.927723296852,86035.82263782408,3.3080614323899655,2.7647859709005136,67383.84497636219,2.5908963487314853,0.020278620034499224,1.5553239010510573,0.1895755520699034,0.6593524645267804,1,1.1963623478445,0,,,0.0,,,,,,,,0.15,,,,sudden,up,False,False,
Crestline Beverages,tv,2023-01,0,58424.67298248994,78954.63835822644,1.3513920459920998,1.2514834670509443,74709.4769661034,1.2787316240262752,0.0038708404834414166,,,0.5330443510121476,1,0.30113520636465707,0,,,0.0,,,,,,,,0.15,,,,sudden,up,False,False,
Halcyon Personal Care,social,2023-01,0,22696.474332420654,69160.04421945356,3.0471712569322835,2.0565931853438686,43155.91849503985,1.901437107057373,0.012406908008079457,1.0437801989568092,,0.5659533052562303,1,1.1142137035216906,0,,,0.0,,,,,,,,0.15,,,,sudden,up,False,False,
Nimbus Home,audio,2023-01,0,44840.06406063075,127426.19938534132,2.8417934285963833,1.7812672535259657,83868.77928907203,1.8703982932689032,0.00536527533654038,0.8026220056489058,0.055781890830166894,0.44386478654081796,1,1.0444353418102625,0,,,0.0,,,,,,,,0.15,,,,sudden,up,False,False,
Crestline Beverages,social,2023-01,0,95244.93271476627,242727.93175456705,2.5484603205240735,2.124143843163765,202445.64319153305,2.1255266545025018,0.011693825742129458,0.8831831682003461,0.07952405935325638,0.6312278999384087,1,0.9354893809392859,0,,,0.0,,,,,,,,0.15,,,,sudden,up,False,False,
Nimbus Home,digital_video,2023-01,0,32367.258382206197,126912.8091793012,3.9210243784215946,1.8766838624926943,65963.74998445633,2.037977675017409,0.00773228558470869,1.1748974801671508,0.06814267434414523,0.5600277771389541,1,1.3663529406898962,0,,,0.0,,,,,,,,0.15,,,,sudden,up,False,False,
Nimbus Home,display,2023-01,0,28754.56892928692,84336.58307229483,2.932980260622056,1.9703614793794841,54388.78759635167,1.8914833232278419,0.0059044809243647915,0.6015967939588232,0.04502190772984088,0.4712667927825635,1,1.076019059874493,0,,,0.0,,,,,,,,0.15,,,,sudden,up,False,False,
Crestline Beverages,retail_media,2023-01,0,79812.37547519231,248647.6048887224,3.11540163299623,3.351744921513022,234582.62186018686,2.9391760421051623,0.018074360373198973,1.4982362719200095,0.16728207641100482,0.6504108050475175,1,1.136358079079272,0,,,0.0,,,,,,,,0.15,,,,sudden,up,False,False,
Nimbus Home,paid_search,2023-01,0,43103.451978781224,155221.44561466607,3.601137228894748,3.3168136440273916,150014.73846478818,3.480341633394856,0.04785843634564778,2.039399733082994,0.13170644942431572,0.7352170983789499,1,1.2812496924923469,0,,,0.0,,,,,,,,0.15,,,,sudden,up,False,False,
Nimbus Home,retail_media,2023-01,0,28170.2078140206,152787.65651846354,5.423731962758882,3.830039304688409,101673.5866061053,3.6092593734967515,0.018479527117730578,1.587852389536499,0.15557321288253326,0.6805115434457085,1,1.690784132521553,0,,,0.0,,,,,,,,0.15,,,,sudden,up,False,False,
Nimbus Home,social,2023-01,0,26994.557263776107,82053.14931965382,3.0396182651886137,2.342622251460292,73201.40013646605,2.711709602094298,0.012584975741247425,0.9587060525676526,0.07619427030233486,0.6126676156532438,1,1.1117319368718346,0,,,0.0,,,,,,,,0.15,,,,sudden,up,False,False,
Crestline Beverages,paid_search,2023-01,0,81008.90758582785,290553.08511504025,3.5866806968999447,3.7779964147129963,302282.8625491093,3.7314768407269865,0.046077333080071246,1.6874537657881656,0.1253353867746113,0.6863863574535576,1,1.2772271778329551,0,,,0.0,,,,,,,,0.15,,,,sudden,up,False,False,
Ridgeway Grocery,affiliate,2023-01,0,64235.97170214633,293456.8463041615,4.568419197655823,3.237719869068277,196200.2884107278,3.054367875378028,0.032020225212396725,1.1169064629689907,0.14343743330394054,0.5381079628061128,1,1.5191672364567013,0,,,0.0,,,,,,,,0.15,,,,sudden,up,False,False,
Ridgeway Grocery,audio,2023-01,0,,,,,,,0.004706306165381413,0.8912876089143574,0.0506454657410358,0.4449369829349052,1,,0,,,0.0,,,,,,,,0.15,,,,sudden,up,False,False,
Ridgeway Grocery,display,2023-01,0,51784.86783437669,153081.14274555104,2.9560979712287723,1.4747116345697664,76566.57510417784,1.4785511348423324,0.0052197969958322245,0.6665529860945024,0.043281510402322886,0.5148705963678069,1,1.083870145712907,0,,,0.0,,,,,,,,0.15,,,,sudden,up,False,False,
Verdant Snacks,paid_search,2023-01,0,12987.793354170039,54578.97552758635,4.2023286049637125,3.1761857499955948,40373.106024721965,3.10854237696654,0.04230932183131913,1.774930457634392,0.11879082796460501,0.664891788529775,1,1.4356388014031973,0,,,0.0,,,,,,,,0.15,,,,sudden,up,False,False,
Ridgeway Grocery,social,2023-01,0,63245.160940899754,235706.02611285693,3.7268626185189953,1.867786630966207,116586.48747022648,1.8434056572197233,0.013116778121866396,1.0035902223951343,0.09856287429183617,0.6661918225724938,1,1.3155667586744526,0,,,0.0,,,,,,,,0.15,,,,sudden,up,False,False,
Halcyon Personal Care,digital_video,2023-01,0,32887.65380778694,58527.49594249007,1.779619071781651,1.430169827975966,46820.01559749084,1.4236350172965235,0.007905205963581397,1.2375582638801328,0.0831089473866794,0.5842924591531081,1,0.5763993367846881,0,,,0.0,,,,,,,,0.15,,,,sudden,up,False,False,
Verdant Snacks,retail_media,2023-01,0,22455.40759758106,129538.18787234106,5.76868566332749,3.449021795518872,81182.86247397379,3.6152923130515324,0.02108167130184029,1.5008649952541515,0.1805600075676865,0.6267127224537343,1,1.7524442665875477,0,,,0.0,,,,,,,,0.15,,,,sudden,up,False,False,
Verdant Snacks,social,2023-01,0,20234.172930094603,70990.64648884854,3.5084530874628945,2.2124074307766857,47759.76761664336,2.36035185533131,0.010961423308395262,1.056189796278552,0.09554064667567051,0.5995617450067112,1,1.2551752245114762,0,,,0.0,,,,,,,,0.15,,,,sudden,up,False,False,
Aster Wellness,digital_video,2023-01,0,,,,,,,0.006319739607414749,1.0842789989248238,0.08006738377392456,0.5683284060669535,1,,0,,,0.0,,,,,,,,0.15,,,,sudden,up,False,False,
Aster Wellness,paid_search,2023-02,1,27886.427723154826,132593.55998927457,4.754770360176994,2.6588890490200723,81411.84526803713,2.9422810132995596,0.040328631180142085,1.5304536367557762,0.14518785759199884,0.7160325376790911,2,1.5591484004414458,1,,,0.0,1.4020236005596816,1.1212317995748344,1.4020236005596816,0.1571247998817642,,,,0.15,1.047498665878428,,1.047498665878428,sudden,up,True,True,sudden
Halcyon Personal Care,digital_video,2023-02,1,33448.32705066563,56668.22969855952,1.6942022126464409,1.4435694546274338,47427.05478851662,1.419634565813387,0.007725855821917411,1.197374410791782,0.08055744332793217,0.5937060190326072,2,0.5272119590269981,1,,,0.0,0.9736827803494652,1.1212317995748344,0.9736827803494652,-0.44647082132246707,,,,0.15,-2.9764721421497806,,-2.9764721421497806,sudden,up,False,False,
Ridgeway Grocery,social,2023-02,1,,,,,,,0.013498148881196569,1.0391646629112292,0.10795429695402024,0.6032426357592726,2,,1,,,0.0,1.1331587787640949,1.1212317995748344,1.1331587787640949,,,,,0.15,,,,sudden,up,False,False,
Crestline Beverages,audio,2023-02,1,87496.1856112209,152233.42712954734,1.7398864426613843,1.5499050266731709,135661.19228975236,1.5242420868873459,0.004639949909915717,0.8411994575008169,0.04511578777656072,0.46424454481342076,2,0.5538198482584411,1,,,0.0,0.7741880826766646,1.1212317995748344,0.7741880826766646,-0.2203682344182235,,,,0.15,-1.4691215627881569,,-1.4691215627881569,sudden,up,False,False,
Ridgeway Grocery,tv,2023-02,1,55859.58448052933,114731.7456317555,2.053931240246639,1.347588980111735,83574.37427834932,1.5029762698872702,0.004047668184007139,,0.07134849450760183,0.5437245859758539,2,0.7197556349220002,1,,,0.0,0.6511458873994158,1.1212317995748344,0.6511458873994158,0.06860974752258442,,,,0.15,0.4573983168172295,,0.4573983168172295,sudden,up,False,False,
Solstice Foods,affiliate,2023-02,1,95922.09334748457,353982.86768004403,3.690316332002014,3.1226907943220703,260297.46932188782,2.7829691112593378,0.02994141931159063,1.479805603028468,0.08558623240078982,0.5525557130342569,2,1.3057121812079153,1,,,0.0,1.3159084843672353,1.1212317995748344,1.3159084843672353,-0.010196303159319964,,,,0.15,-0.06797535439546643,,-0.06797535439546643,sudden,up,False,False,
Crestline Beverages,affiliate,2023-02,1,67356.63904546127,222695.65333869326,3.3062168257592015,2.3776122528542776,149489.85730731674,2.2107619105985616,0.03129409169637707,1.3500643861394024,0.13137398796663835,0.5428999368524275,2,1.1958045827772947,1,,,0.0,1.3159084843672353,1.1212317995748344,1.3159084843672353,-0.12010390158994055,,,,0.15,-0.8006926772662704,,-0.8006926772662704,sudden,up,False,False,
Solstice Foods,digital_video,2023-02,1,114754.9789997544,281745.4485699416,2.455191496053035,1.6295463754425785,177235.13610117955,1.6290156386099293,0.00791422358757961,1.1023333331179266,0.0627425545631936,0.4938709987078388,2,0.8982047606700445,1,,,0.0,0.9736827803494652,1.1212317995748344,0.9736827803494652,-0.0754780196794207,,,,0.15,-0.5031867978628046,,-0.5031867978628046,sudden,up,False,False,
Solstice Foods,display,2023-02,1,119691.36806291113,365718.2099000621,3.055510316398393,1.7174359390903198,218981.05699358485,1.7785533574509564,0.005881174131406748,0.80010870376662,0.053876206879593935,0.4972824183346612,2,1.116946621684359,1,,,0.0,0.9103684083482234,1.1212317995748344,0.9103684083482234,0.20657821333613569,,,,0.15,1.3771880889075714,,1.3771880889075714,sudden,up,False,True,sudden
Ridgeway Grocery,retail_media,2023-02,1,58833.257004278836,307569.3770017514,5.227814890128935,2.8443422987460836,163584.228995776,2.71908993689905,0.01784656580334221,1.6056379661327025,0.14668350282347495,0.6264074289225471,2,1.6539933877382051,1,,,0.0,1.4267572955890329,1.1212317995748344,1.4267572955890329,0.2272360921491723,,,,0.15,1.514907280994482,,1.514907280994482,sudden,up,False,True,sudden
Solstice Foods,retail_media,2023-02,1,87420.34238778931,308848.45089272415,3.532912849079203,2.419649971946359,203342.47369865756,2.517865754768774,,1.221145830348549,0.14188002702853925,0.7185032665398197,2,1.2621227003906734,1,,,0.0,1.4267572955890329,1.1212317995748344,1.4267572955890329,-0.16463459519835943,,,,0.15,-1.097563967989063,,-1.097563967989063,sudden,up,False,False,
Aster Wellness,retail_media,2023-02,1,31452.04818554646,122629.64944473562,3.898940022007505,2.7037744309574454,88305.12340206302,2.8217225489715387,0.019940383455361036,1.4606116768826702,0.16195224897366253,0.665983454291777,2,1.3607047269653696,1,,,0.0,1.4267572955890329,1.1212317995748344,1.4267572955890329,-0.06605256862366327,,,,0.15,-0.4403504574910885,,-0.4403504574910885,sudden,up,True,False,
Verdant Snacks,retail_media,2023-02,1,22871.15473636622,118340.27754765298,5.174215246748618,3.144370027751841,66606.17571377811,3.123152144949049,0.020217187409518996,1.1957475198423353,0.186580869848846,0.6439345962095386,2,1.6436876845120856,1,,,0.0,1.4267572955890329,1.1212317995748344,1.4267572955890329,0.21693038892305272,,,,0.15,1.4462025928203515,,1.4462025928203515,sudden,up,False,True,sudden
Solstice Foods,social,2023-02,1,120394.31751782713,374538.4226882666,3.1109310672640977,2.5498956546022113,308210.0912770622,2.4606382209060538,0.011086069752110217,,0.09064137241179382,0.6028906320440048,2,1.13492205992784,1,,,0.0,1.1331587787640949,1.1212317995748344,1.1331587787640949,0.001763281163745134,,,,0.15,0.011755207758300894,,0.011755207758300894,sudden,up,False,False,
Verdant Snacks,affiliate,2023-02,1,17088.525451857513,67194.12136005529,3.932119336414209,3.071531331091962,51621.539221188556,3.000198689695531,0.03150031355364586,1.3090233885252804,0.117944515085463,0.601507767901457,2,1.3691785518788449,1,,,0.0,1.3159084843672353,1.1212317995748344,1.3159084843672353,0.053270067511609565,,,,0.15,0.35513378341073043,,0.35513378341073043,sudden,up,False,False,
Solstice Foods,tv,2023-02,1,86019.10726702986,176663.33086975507,2.0537684763611597,1.2547167550801706,104327.38852443093,1.248284523042392,0.0038543786961100874,,0.043081532228423626,0.5254920284158937,2,0.7196763867311422,1,,,0.0,0.6511458873994158,1.1212317995748344,0.6511458873994158,0.06853049933172639,,,,0.15,0.45686999554484264,,0.45686999554484264,sudden,up,False,False,
Aster Wellness,social,2023-02,1,32741.712560612694,111511.47269372945,3.4057923050694185,3.1854863025270186,110955.73254022987,2.9230397674387745,0.024332819795148085,0.5687368219388991,0.15193437301580506,0.5654454652847223,2,1.2254776012471416,1,,,0.0,1.1331587787640949,1.1212317995748344,1.1331587787640949,0.09231882248304668,,,,0.15,0.6154588165536445,,0.6154588165536445,sudden,up,True,True,sudden
Solstice Foods,paid_search,2023-02,1,89922.67450774711,387050.6608233561,4.304260999154452,3.3405697334533917,298725.167358151,3.2650735422983983,0.04104725924084927,1.7009757709525335,0.13201907920968858,0.6923705582911718,2,1.4596054620883723,1,,,0.0,1.4020236005596816,1.1212317995748344,1.4020236005596816,0.057581861528690714,,,,0.15,0.3838790768579381,,0.3838790768579381,sudden,up,False,False,
Crestline Beverages,digital_video,2023-02,1,59644.632483876776,168293.29559290226,2.8216000096638294,1.7537506262306466,108415.89639822987,1.7570052234015816,0.00867762489236089,1.0627511170338826,0.07964139201202147,0.539306946635187,2,1.0373041033646517,1,,,0.0,0.9736827803494652,1.1212317995748344,0.9736827803494652,0.06362132301518653,,,,0.15,0.42414215343457684,,0.42414215343457684,sudden,up,False,False,
Ridgeway Grocery,paid_search,2023-02,1,41705.59566055495,212422.24622453272,5.093375190069307,3.9948853848426293,150908.50957473525,3.642754911292427,0.044651306072968765,1.890869863137795,0.12283573672443082,0.6897661730632746,2,1.6279407129820422,1,,,0.0,1.4020236005596816,1.1212317995748344,1.4020236005596816,0.22591711242236068,,,,0.15,1.506114082815738,,1.506114082815738,sudden,up,False,True,sudden
Aster Wellness,audio,2023-02,1,36204.59248898295,73286.20569241079,2.024224018395229,1.2941018320524524,46718.5027817491,1.2496368379314036,0.0049902966340486885,0.7820875616058961,0.05109251234330545,0.39700870554964923,2,0.7051864263258372,1,,,0.0,0.7741880826766646,1.1212317995748344,0.7741880826766646,-0.06900165635082744,,,,0.15,-0.46001104233884965,,-0.46001104233884965,sudden,up,True,False,
Halcyon Personal Care,display,2023-02,1,23766.415400960766,53965.51918500414,2.270662961770102,1.225948998100804,28462.99875850765,1.2515452004328587,0.006429338031905765,0.7280559662134284,0.04847301765184171,0.5425558212814895,2,0.8200718424971646,1,,,0.0,0.9103684083482234,1.1212317995748344,0.9103684083482234,-0.09029656585105883,,,,0.15,-0.6019771056737255,,-0.6019771056737255,sudden,up,False,False,
Halcyon Personal Care,affiliate,2023-02,1,27904.578819075366,116645.42261435084,4.180153492752698,2.199362303030937,57757.4586505476,2.074134148880984,0.02974625303600414,1.1291195773537046,0.1334338542173721,0.6033257982310568,2,1.4303479666167085,1,,,0.0,1.3159084843672353,1.1212317995748344,1.3159084843672353,0.1144394822494732,,,,0.15,0.7629298816631547,,0.7629298816631547,sudden,up,False,True,sudden
Halcyon Personal Care,paid_search,2023-02,1,29777.396441664026,109509.63940160783,3.6776096129204836,2.5605266036583814,82154.60505086655,2.691453610688197,0.0511329838754511,1.8018326873244834,0.14292712229387505,0.6204993748068336,2,1.3022629794178429,1,,,0.0,1.4020236005596816,1.1212317995748344,1.4020236005596816,-0.0997606211418387,,,,0.15,-0.665070807612258,,-0.665070807612258,sudden,up,False,False,
Halcyon Personal Care,retail_media,2023-02,1,25771.546115382374,100043.84542870664,3.881949689040699,2.655134050915649,72088.02868530502,2.735305099025115,0.021300261631685857,1.3154977251262787,0.12133679309736707,0.6422423714690809,2,1.3563375246011924,1,,,0.0,1.4267572955890329,1.1212317995748344,1.4267572955890329,-0.07041977098784047,,,,0.15,-0.46946513991893646,,-0.46946513991893646,sudden,up,False,False,
Crestline Beverages,tv,2023-02,1,56639.72175546634,98265.15985306217,1.7349160060726911,1.248066543959634,71168.90018254526,1.263182955807968,0.00366553476305585,,0.04899718812780225,0.5833668239969247,2,0.5509590007414681,1,,,0.0,0.6511458873994158,1.1212317995748344,0.6511458873994158,-0.10018688665794773,,,,0.15,-0.6679125777196515,,-0.6679125777196515,sudden,up,False,False,
Halcyon Personal Care,social,2023-02,1,24455.494803322377,69994.98229938687,2.862137235917949,2.1374030046648658,46187.26470278349,1.892468798987732,0.01271815521324245,1.0439748454683007,,0.5920739859639785,2,1.0515686310391337,1,,,0.0,1.1331587787640949,1.1212317995748344,1.1331587787640949,-0.0815901477249612,,,,0.15,-0.543934318166408,,-0.543934318166408,sudden,up,False,False,
Nimbus Home,audio,2023-02,1,48297.9457810914,128325.8205932538,2.6569622893463354,1.625879365774471,83070.45405582302,1.7650903173537393,0.004995229557176381,0.7904105769041173,0.05319682134102739,0.3962404450929088,2,0.9771834737324074,1,,,0.0,0.7741880826766646,1.1212317995748344,0.7741880826766646,0.20299539105574282,,,,0.15,1.3533026070382856,,1.3533026070382856,sudden,up,False,True,sudden
Crestline Beverages,social,2023-02,1,92412.60022638278,212135.1346286742,2.2955217590351054,2.181215009409761,184965.5903891469,2.0387214114610948,0.013121237627000827,0.9328623361906403,0.09948604574136667,0.6262814665107151,2,0.8309601636581216,1,,,0.0,1.1331587787640949,1.1212317995748344,1.1331587787640949,-0.30219861510597323,,,,0.15,-2.0146574340398216,,-2.0146574340398216,sudden,up,False,False,
Aster Wellness,digital_video,2023-02,1,42035.986686566925,120637.871265172,2.8698712882531954,1.6551251401851956,69783.17984231068,1.6127917333816062,0.008545594819117408,1.2036255637749063,0.07768863487919356,0.6141899312048084,2,1.0542671814673215,1,,,0.0,0.9736827803494652,1.1212317995748344,0.9736827803494652,0.08058440111785625,,,,0.15,0.5372293407857084,,0.5372293407857084,sudden,up,True,False,
Nimbus Home,digital_video,2023-02,1,30106.889653388203,110350.31448150505,3.6652844499028587,1.701631558001469,48644.523923207315,1.742402421622681,0.008845075144874828,,0.07165059011906627,0.5699529427727981,2,1.2989059448515732,1,,,0.0,0.9736827803494652,1.1212317995748344,0.9736827803494652,0.325223164502108,,,,0.15,2.168154430014053,,2.168154430014053,sudden,up,False,True,sudden
Crestline Beverages,retail_media,2023-02,1,75568.71520360348,251473.9226808647,3.327751729049817,3.362682170766838,261613.74075167466,3.3051050958187025,0.018635333488364606,1.3445118990695502,0.13868099610303328,0.6552559007657709,2,1.202296919530107,1,,,0.0,1.4267572955890329,1.1212317995748344,1.4267572955890329,-0.22446037605892588,,,,0.15,-1.496402507059506,,-1.496402507059506,sudden,up,False,False,
Nimbus Home,paid_search,2023-02,1,39773.37682428844,163961.00705578882,4.122380852401314,3.221257514835708,128645.40009960311,3.3082245550760607,0.04434555024552782,1.914517011676195,0.12809210932938547,0.6984700933499839,2,1.4164308732513722,1,,,0.0,1.4020236005596816,1.1212317995748344,1.4020236005596816,0.01440727269169062,,,,0.15,0.0960484846112708,,0.0960484846112708,sudden,up,False,False,
Nimbus Home,retail_media,2023-02,1,29309.385294691434,171395.55173453625,5.847804381130426,3.560147153277522,109096.8673782731,3.688353002280772,0.01764072523721086,1.3311093208260312,0.17687951385287495,0.6083653034998371,2,1.7660662713289021,1,,,0.0,1.4267572955890329,1.1212317995748344,1.4267572955890329,0.3393089757398693,,,,0.15,2.2620598382657953,,2.2620598382657953,sudden,up,False,True,sudden
Nimbus Home,social,2023-02,1,26940.690101621167,82372.06869682252,3.0575337300608254,2.1556432313515748,52809.07406368143,2.1856511482501917,0.012786720792568337,0.8474552389430323,0.08031410952784875,0.6006010772952028,2,1.1176086204270312,1,,,0.0,1.1331587787640949,1.1212317995748344,1.1331587787640949,-0.015550158337063635,,,,0.15,-0.10366772224709091,,-0.10366772224709091,sudden,up,False,False,
