brand,channel,month,month_idx,spend,revenue,roas,iroas,mas,rroi,ctr,cpc,picr,impression_share
Aster Wellness,audio,2025-07,30,50794.53110761121,80608.40966277308,1.5869505615082735,1.4137134365859612,75754.87311821498,1.7524105970182244,0.005114639667183656,0.9244909180933809,0.06011466336761545,0.43127920021841193
Aster Wellness,audio,2025-08,31,70056.05985645158,98428.95848977726,1.4050027747986853,1.4748801375615899,103805.24977912773,1.5036399909171188,0.004760927781435937,0.8623500165355097,0.05268036060175918,0.41176970303666083
Aster Wellness,audio,2025-09,32,55081.69347863672,116542.97977078303,2.1158205641586507,1.6392360230202847,84602.709682881,1.5161985489158996,0.005460882315067844,0.8900406808182834,0.05165994184377664,0.42986079774859587
Aster Wellness,audio,2025-10,33,49780.774376489135,78300.59621807748,1.5729083606834753,1.6847792010890164,84871.66497905238,1.6264841272979376,0.004372321546590838,0.9603248433208295,0.048774061860298534,0.44464066908997346
Aster Wellness,audio,2025-11,34,42363.90740818907,63427.110185678204,1.4971968844738233,1.5780034456629726,71959.3188178952,1.6673314325784476,0.004918115891848896,0.8934439226084351,0.05629280015319085,0.4285117430060761
Aster Wellness,audio,2025-12,35,44925.021197043956,77235.18189831586,1.719201902199612,1.675377776009001,77457.48956889323,1.715191821499137,0.004080062318120483,0.8396599180821104,0.04721592171678175,0.46687467470208427
Aster Wellness,digital_video,2023-01,0,35142.61111477005,84494.2048405377,2.4043234739898347,1.7986458328042272,65256.1331540406,1.8568948374645438,0.010372885263134917,1.1556281689597596,0.07881778388373287,0.5448253400948044
Aster Wellness,digital_video,2023-02,1,32471.147991377846,84632.57980123552,2.606393214792044,1.8260943056907164,57596.499305033736,1.798710709290395,0.008062761261232485,1.138430279378304,0.0680128566517575,0.5639647636858222
Aster Wellness,digital_video,2023-03,2,39862.70140439804,97459.09771567635,2.4448693711692036,1.6100330141153523,69113.68486934864,1.7664098821953218,0.00798258654819087,1.1218556329443867,0.06161619246158969,0.5289416234323311
Aster Wellness,digital_video,2023-04,3,38354.61734419031,102136.69657778983,2.662956995795991,1.8312632737296284,76120.6625199733,1.8923062704362086,0.00917128550815832,1.1698595298674122,0.06310386604088176,0.5656792116667037
Aster Wellness,digital_video,2023-05,4,38118.061972395204,99266.15318114504,2.604176289262366,1.7328458864995047,59419.24306949257,1.6789822734729092,0.007650552309042691,1.0813712688464676,0.07096735659528773,0.5872580315596162
Aster Wellness,digital_video,2023-06,5,37376.14789004757,110641.30702298958,2.960211612723495,1.616795909374711,66280.12887578299,1.7726912790588436,0.007691085833654128,0.8600452220356586,0.06464656094148237,0.5228461230085304
Aster Wellness,digital_video,2023-07,6,39158.99728446649,105472.07693736278,2.6934315036509178,1.8452914839493104,68273.56512919543,1.7125273751900385,0.00825660029262545,1.1959936963894726,0.06073707100902651,0.493369120707761
Aster Wellness,digital_video,2023-08,7,65444.29493414694,162219.94554452045,2.4787484639838144,1.6505835502068205,105995.88883538899,1.6751458001827002,0.008365022879286641,1.159403271958971,0.06890924200676767,0.5548704067331554
Aster Wellness,digital_video,2023-09,8,51701.459911063415,111794.04841441923,2.162299645053095,1.601520216348301,90856.75035067354,1.7270269040005815,0.0070077295559482665,1.1140634123932744,0.0791934901216306,0.5247492033279972
Aster Wellness,digital_video,2023-10,9,42351.68299171203,99814.39698596671,2.356798831477365,1.835485908741538,78591.69622197039,1.788809360942155,0.008266421789473965,1.3014611582611806,0.07687658062102162,0.5573254307192749
Aster Wellness,digital_video,2023-11,10,,,,,,,0.007815468457776815,0.9676521099270107,,0.5403608094338405
Aster Wellness,digital_video,2023-12,11,46229.13527320557,134382.87587236636,2.9068870762602117,1.7653366906129422,87195.11851331206,1.9047637867687013,0.008040029550455633,,0.08895381646848118,0.5609341392514049
Aster Wellness,digital_video,2024-01,12,37460.25937600819,131186.0914769639,3.502007024569173,2.046308753324839,80672.29309706888,2.0712910239995237,0.008205003742779108,1.2885583281580573,0.0645352198621606,0.5844455367203801
Aster Wellness,digital_video,2024-02,13,37049.6085741698,96368.28085509269,2.601060701145399,1.8674254426736077,66497.59790340746,1.884834378611781,,1.1582428781501646,0.07023310278727028,0.5753856662633171
Aster Wellness,digital_video,2024-03,14,39864.49196719583,93920.8504327918,2.356002693075294,1.6790976882829118,62247.3263208131,1.7265576346935025,0.00897304670534455,0.944216931899074,0.06022685386610521,0.5427696876222949
Aster Wellness,digital_video,2024-04,15,41402.44063201824,118998.0042823796,2.8741784896215385,2.002059014683695,87825.1461513497,1.9440129499929046,0.008466167373254828,1.0674597557197387,0.07774394281166906,0.5213268745147329
Aster Wellness,digital_video,2024-05,16,40609.99846753017,111566.34075747352,2.7472628654905438,1.7340520767684313,75074.234052874,1.8457439294947249,0.007917888105040084,1.1820676837866935,0.06981399496806863,0.488376635393467
Aster Wellness,digital_video,2024-06,17,22894.1348346885,57922.28198791001,2.5300052789130922,1.7688222842077983,41814.625141787415,1.8898441881852515,0.008129213947286463,0.9853784342615397,0.05799377867697963,0.49592834282548437
Aster Wellness,digital_video,2024-07,18,46731.030531807104,105352.98692781951,2.2544546039084636,1.4737789204074265,68082.63997610947,1.6091621384071444,0.008947904055045464,1.1745351896094687,0.06420268131246275,0.5310027189897999
Aster Wellness,digital_video,2024-08,19,61379.171901055364,135813.3646392287,2.212694639448101,1.8203819454981425,120077.74369390252,1.8304639748550378,0.008725818906466634,1.371742805794063,0.08776136608456347,0.5549980755539641
Aster Wellness,digital_video,2024-09,20,56162.892269004944,135165.98329437734,2.406677751690015,1.6675387102723767,93797.84096626905,1.6847083822285287,0.009154613164075974,1.2760688952142518,0.07721848471259005,0.534050440357744
Aster Wellness,digital_video,2024-10,21,41954.821828476764,102394.51792539007,2.4405899837689207,1.7957714399604907,67792.02443312104,1.694786488637539,0.007962271243693786,1.1081586693588257,0.07179219233040873,0.536103355312405
Aster Wellness,digital_video,2024-11,22,42858.06033880807,92573.6468957045,2.1600055197056798,1.5451880420659083,67980.7647477795,1.6088978103103022,0.008184390031124379,1.1477960913394392,0.07853127634745813,0.5100397146788753
Aster Wellness,digital_video,2024-12,23,44118.51695027132,115169.03589095462,2.6104466752762496,1.8879539487319947,87042.91740248329,1.824163898306069,0.00986230806881304,1.0116792722293835,0.05856850152940273,0.5086562837751816
Aster Wellness,digital_video,2025-01,24,39484.300787090855,96834.8238926131,2.4524892669309377,1.9280071106380559,81289.04179897258,1.9470847638584567,0.008044684292298113,1.1262499002354336,0.06419541534424422,0.5067098757118244
Aster Wellness,digital_video,2025-02,25,37514.718524150034,105973.55729135015,2.824852790062382,1.9872355221353897,69695.94121753055,1.9210380619506449,0.009544243805782926,1.0754980959769338,0.06049000132116233,0.5691899109274157
Aster Wellness,digital_video,2025-03,26,,,,,,,0.00878343669218414,1.007088314809605,0.06418829661775963,
Aster Wellness,digital_video,2025-04,27,37321.39145404871,103687.82277794126,2.778241076718831,1.8145591263738745,69817.92277427977,1.7895098294388787,0.007740144195542698,0.9727990961386147,0.0676794816369057,0.5705787806502277
Aster Wellness,digital_video,2025-05,28,39208.13802098096,105843.83037527803,2.6995372827610216,1.78410770393069,67775.13569463532,1.7068146603628702,0.007029736436798331,1.3464033753817928,0.07544224296926058,0.5274531963238357
Aster Wellness,digital_video,2025-06,29,40957.07783311738,109694.05911354932,2.6782686880276425,1.4102176061169205,57687.846483887544,1.5649611054326567,0.008604820308171305,1.1211110388568981,0.0798555919174545,0.5664168661752191
Aster Wellness,digital_video,2025-07,30,49651.96055782746,111169.25367298505,2.238970071353197,1.6549297674078858,88930.13662184933,1.702060766685511,0.007532500698531503,1.00426880876009,0.07958647914030631,0.5580302191161668
Aster Wellness,digital_video,2025-08,31,60254.02577268343,146760.99466823917,2.435704383005297,1.7315963177599292,108124.48737333906,1.716599472022026,0.0075301478745865985,1.0660041559379931,0.09751485701485957,0.5723851879221463
Aster Wellness,digital_video,2025-09,32,52653.60508108097,159317.74122009092,3.0257708085658805,2.0904428516837914,127872.06032250573,2.1742411611524393,0.006803483076016272,1.2884046089088148,0.06677941055861204,
Aster Wellness,digital_video,2025-10,33,40566.17644710717,89942.04651215606,2.2171684489276027,1.643517315109856,68538.7033881093,1.8583378150507481,0.009091268870527741,1.3055670834044792,0.07065917433820745,0.5301400476689031
Aster Wellness,digital_video,2025-11,34,43087.774130754726,101427.71783242475,2.3539790550477466,1.7673841545868296,87678.29614773883,2.0445470125829157,0.0081634016480149,1.0457108975815987,0.07523910630708834,0.5251405432019551
Aster Wellness,digital_video,2025-12,35,44311.41319718885,104029.61647925837,2.347693494141552,1.7352649326649086,84094.0965965143,1.8835644785013597,0.008101544654299407,1.1333032630300433,0.06416292819420213,0.5391153480468385
Aster Wellness,display,2023-01,0,30504.05579448855,59039.91227716894,1.9354774550286598,1.9395822685197046,66518.84797939265,2.18065585860262,0.006849326412362237,0.7362602666400988,0.05156423774583834,0.46663944768873206
Aster Wellness,display,2023-02,1,26842.006434006085,61345.878068166676,2.285443087832946,1.7639707041973265,46827.71082364437,1.8753944969205285,0.006107374154221218,0.6724083274097502,0.04789046138626158,0.47497641697158816
Aster Wellness,display,2023-03,2,,,,,,,0.005213054545968653,0.7523371087475137,0.0576310584304337,0.4823970375570449
Aster Wellness,display,2023-04,3,30590.674229286968,63366.60284031432,2.0714353127806597,1.62899378161734,43304.85402811661,1.5637558136858383,0.006466644049373552,0.6662118615776904,0.0467238294634447,0.489612773950541
Aster Wellness,display,2023-05,4,30388.32531932836,65421.53841425723,2.1528510612806344,1.7796378113349174,48937.06447883617,1.6148272614222798,0.005400816844614665,0.7697547436011031,0.04978726994845824,0.490568115608951
Aster Wellness,display,2023-06,5,28510.629135406827,57774.54749274786,2.0264213468723042,1.768197435519201,49660.426025948684,1.6502954922881163,0.005912745527824999,0.7524943971292665,0.04926085451010413,0.48348048736611976
Aster Wellness,display,2023-07,6,37612.166148138545,80702.67384014885,2.1456534442152275,1.7656088949682989,59532.32800313676,1.620119028254003,0.006231840887633143,0.9246305987591273,0.04660018024914702,0.5145465056589659
Aster Wellness,display,2023-08,7,51712.35103352665,77544.73137711434,1.499539855127449,1.6718561876261788,94508.37563028651,1.7614702239059898,0.005541615783822297,0.6277914654683395,0.047637028374135304,0.5221307816593738
Aster Wellness,display,2023-09,8,38491.30271548719,75895.12619917674,1.9717474038268887,1.7597224604051642,65494.79529195482,1.7030033102169027,0.0050655577124757885,,0.05028039634858736,0.5008525045981702
Aster Wellness,display,2023-10,9,32328.059206044767,68777.02676985084,2.1274715667741284,1.873552326190848,61190.31509946171,1.8415008911044684,0.005899937319208858,0.6898441090597809,0.04220666786929786,0.44958960197467346
Aster Wellness,display,2023-11,10,31688.09773074515,67020.90025872256,2.1150181001144794,1.6451745319794573,53311.34133600785,1.728294599139736,0.005957432191006743,0.7180066472119399,0.047608499360316914,0.4953654384700124
Aster Wellness,display,2023-12,11,38638.51998224285,84460.13841506516,2.1859051137020935,1.5394688272095005,58678.32922611588,1.6262231172272013,0.0055010260528447945,0.7475642352342444,0.05124894036805988,0.5125624463296645
Aster Wellness,display,2024-01,12,28064.676047984332,84291.3676480277,3.0034683993468616,1.9471832891073202,58007.0772384433,1.8803494254358242,0.005540891753326216,0.6345255109134391,0.05140299082667471,0.49716212731325676
Aster Wellness,display,2024-02,13,27133.00227664545,56521.767037050464,2.083137223841285,1.7730126806432682,45526.28086140832,1.723847045829769,0.006433737029104924,0.6501404171052687,0.051532895107305035,0.5055767351897285
Aster Wellness,display,2024-03,14,30322.447239928693,52929.534066491055,1.7455561435289852,1.6578980581036864,51658.6047359226,1.7711454588662017,0.005929213899754115,0.7183805331102298,0.06519753687943465,0.5015080047369618
Aster Wellness,display,2024-04,15,34296.81663380984,60719.53223668644,1.7704130644250249,1.633536959090329,61491.693466336044,1.7520633985774343,0.005712551321479418,0.7663522517395304,0.05375757125709865,0.46487974372208507
Aster Wellness,display,2024-05,16,30398.555285716684,83363.99268106197,2.7423669282149095,2.469432516660391,76204.81828719722,2.203427842031429,0.006958159690402495,0.537143430747809,0.06275366029672981,0.4424954193916188
Aster Wellness,display,2024-06,17,18440.642239931243,57611.720400356295,3.1241710375793885,2.291689298085982,42601.05198498996,2.246059834313752,0.008840468339475374,0.4571939112705338,0.0764000700080983,0.5140166949606819
Aster Wellness,display,2024-07,18,39012.81960463318,134859.7548264688,3.456806152264185,2.4763143243423147,93922.0952366789,2.407886178304677,0.010123670935530658,0.5351768479302501,0.09170869952641435,
Aster Wellness,display,2024-08,19,40386.63387310935,86808.98153426628,2.1494483003216156,1.6296069906350148,65992.46529545645,1.9239383450006866,0.005881108320264842,0.7569921789757561,0.052347620290856225,0.5089895250291792
Aster Wellness,display,2024-09,20,36102.4622108865,69728.48627085537,1.9314052837600957,1.7443956687574065,66308.05704708995,1.9102948019661867,0.005219508401360033,0.7750722578515409,0.04812463668139443,0.49188930713438894
Aster Wellness,display,2024-10,21,33518.79894177405,70753.54354000972,2.1108615396069723,1.614429073111217,52973.113305997285,1.6423761586136703,0.005767450622119843,0.6349061361846569,0.05920506713596473,0.4950271393889263
Aster Wellness,display,2024-11,22,31551.45087239582,59990.431485768364,1.9013525472533386,1.6395492122879516,45199.18698458878,1.5429455906735265,0.005624197318471488,0.6842189113619805,0.04386440816009182,0.5325989361584615
Aster Wellness,display,2024-12,23,30499.497753811058,60844.25823870295,1.9949265633759548,1.7206491979230678,53061.08642959143,1.6464328498429315,0.006019983608908165,0.7130996041131205,0.05353363829408821,0.47143486246804367
Aster Wellness,display,2025-01,24,29361.23173277592,57695.79438992797,1.9650331741880638,1.6349370565521857,47347.212182949595,1.6020037579720563,0.006696640826981837,0.7280261743267019,0.05274806739481452,0.49879824907684234
Aster Wellness,display,2025-02,25,28483.474617577176,63380.69334486128,2.22517421753556,1.6993944391385967,50135.62742305351,1.7265617025604625,0.006563300669340302,0.6895852774774781,0.04367328868010507,0.4737806802873272
Aster Wellness,display,2025-03,26,30361.921420947652,75286.1345082406,2.47962352133282,1.852392556186535,56309.29616771793,1.7873097651947638,0.006368023348030398,0.6942428201289909,0.053509204275041,0.5007335874324554
Aster Wellness,display,2025-04,27,12817.235573777685,33974.12011209108,2.650658944086,1.564411192672924,22661.714717006536,1.783793017861408,0.006045943650245758,0.7693426807213177,0.05306497934536081,0.5104491869795067
Aster Wellness,display,2025-05,28,29074.694852327186,110880.28646602896,3.8136354320896313,3.0639032883763506,80846.71007374412,2.39292694565863,0.011128476381296505,0.41611937169977603,0.10006648212563618,0.5147170589936119
Aster Wellness,display,2025-06,29,28297.030600715,88055.34819179398,3.111822912951475,2.1829343706736775,57099.70121288771,2.1204656493739638,0.00898263769435032,0.5040583215805982,0.1009836476884773,0.5026129878946272
Aster Wellness,display,2025-07,30,34654.0765019158,91236.82230428429,2.632787582703016,2.875318070773031,104699.73635097845,2.7724740811236703,0.009573193409951077,0.4594595374752073,0.09950077143144073,0.46737232669062057
Aster Wellness,display,2025-08,31,44847.44274250744,70370.82420984092,1.5691156486642177,1.5785017917397113,65137.863286175605,1.8792894267945606,0.005784229798843088,0.6640340281193549,0.04794605893739626,0.5048594082608643
Aster Wellness,display,2025-09,32,45184.95374029073,98858.88242040506,2.187871719170404,1.7998704636955791,83275.1757528743,2.0005335880663413,0.00550848760029627,0.706499987997754,0.04713632247686306,0.5206455527867878
Aster Wellness,display,2025-10,33,,,,,,,0.005948206401517837,0.6836720995693406,0.045725593386017,0.5231771331894671
Aster Wellness,display,2025-11,34,26968.663082598727,58566.48304888128,2.171649475893773,1.6326716382651987,37633.110434632275,1.5017171905105782,0.005934685863308759,0.6686911651203843,0.05127994949461995,0.5524524141607661
Aster Wellness,display,2025-12,35,33653.612405496155,68707.50570775608,2.04160863564635,1.544038600057001,54654.014985056085,1.5493546450417246,0.0071566191697016905,0.800199116309059,0.05013777625537855,0.5125456025662809
Aster Wellness,paid_search,2023-01,0,26989.347080769327,118750.33278354579,4.399896463896259,3.0845101079747366,79097.31944922853,2.930686659907664,0.046232795880570283,1.7836946120390758,0.10981888741968979,0.6920351520787329
Aster Wellness,paid_search,2023-02,1,29464.080664660913,123252.40079374005,4.183140896079898,3.0409118591489226,87944.53119222628,2.968569400659239,0.04541107203513898,2.1413474462387927,0.12679644457764164,0.7934619957572787
Aster Wellness,paid_search,2023-03,2,31341.334550892192,124191.00085524074,3.9625307165391717,3.3782415992292814,103762.36815549304,3.1695300176136785,0.04708642742154986,1.7467319040592733,0.11730607243680123,0.6923354491705791
Aster Wellness,paid_search,2023-04,3,33178.892727166894,118514.60331640596,3.5719878987813884,3.537383837216265,111257.49987745221,3.271061709454088,0.04096010420747355,1.8194455920225439,0.129492879894172,0.7374704005118038
Aster Wellness,paid_search,2023-05,4,28850.599498568557,100748.76972239872,3.492085830916527,3.195462985800099,93980.72879049467,3.287294121606519,0.04445216904310506,1.666655398441454,0.15430487682177918,0.7306081776732716
Aster Wellness,paid_search,2023-06,5,30751.418635456044,109999.5845311715,3.5770572354780144,3.4997070591658934,119643.73212449533,3.6565557405665134,0.04131469456158744,1.9509278249138398,0.15065886034885703,0.7783909509319575
Aster Wellness,paid_search,2023-07,6,31018.00461375425,112459.81096196458,3.625630093307058,3.577087078624165,128945.25175032305,3.923899925136263,0.044278560116903204,1.8399380015258775,0.15664674474995505,0.7044062844159567
Aster Wellness,paid_search,2023-08,7,42010.65229348107,144602.30708914224,3.4420390828252065,3.612723975225108,170443.97186306084,4.043853164510681,0.04791097443117112,1.9701532042654364,0.15067742922330254,0.723622656443027
Aster Wellness,paid_search,2023-09,8,39722.527784829595,129706.96013939664,3.265324927003587,3.321566194622885,130117.09403544049,3.6082440640767244,0.06078216224834503,2.149945825729061,0.10972644480407297,0.6935474899592774
Aster Wellness,paid_search,2023-10,9,31087.851372369012,139010.43403273314,4.471535596579894,3.3356341296420013,116653.66879527246,3.7179947156155126,0.0451602988492175,1.8406608577603376,0.14530413157276495,0.6706173404216311
Aster Wellness,paid_search,2023-11,10,27502.52624877103,122818.55294593709,4.465718961050908,3.0733718178779306,87436.07498239995,3.3131284541647936,0.048361231342527476,1.9230881409055423,0.11221918825680659,0.6659324997381197
Aster Wellness,paid_search,2023-12,11,31993.83269770282,122517.96145698549,3.8294243335773386,3.5607049628841834,131719.49587617777,3.8565344697584805,0.04551732286744142,2.0260140588527764,0.1318948474764869,0.6733419631057892
Aster Wellness,paid_search,2024-01,12,,,,,,,0.05044718076258513,1.8401644930300083,0.13366340328195433,0.7522652803691914
Aster Wellness,paid_search,2024-02,13,27453.487841961043,95611.65930186743,3.482678042668612,3.7006768590017955,114518.00522351316,3.999728960534498,0.047146669542215955,1.7520968612409953,0.13125238287713442,0.7104003739371101
Aster Wellness,paid_search,2024-03,14,29576.75332235719,117265.09502410403,3.9647723922240936,3.0591961911603125,86212.4604214405,3.2567083027655563,0.049995957996411995,1.9187500603014704,0.1486673928954617,0.6949333380036538
Aster Wellness,paid_search,2024-04,15,28323.94658725963,122192.65892791562,4.314111331606556,3.152803392892965,98046.9018889839,3.4942191615341076,0.04664361134405325,1.9470915973604137,0.12712891406237403,0.700932701258055
Aster Wellness,paid_search,2024-05,16,32628.37433373448,113394.9396203731,3.4753475138089875,3.118362678777176,97990.74323684756,3.0772418531861963,0.05730329807919564,2.0019573151584384,0.17258562567660735,0.6808000561083268
Aster Wellness,paid_search,2024-06,17,48597.10917462784,180640.89644467185,3.7171119746147987,3.567969324183429,186651.33558271485,3.597447107732058,0.05169861129920777,2.012474958619092,0.15058523911386582,0.6991376487499059
Aster Wellness,paid_search,2024-07,18,35278.053162346914,128809.2483565881,3.651257277827032,2.7982997335823354,96501.36723655289,3.0100758813696977,0.03791913787257888,1.731039572452386,0.16152024681264202,0.6989069185873412
Aster Wellness,paid_search,2024-08,19,,,,,,,0.04638537422344537,1.935713879138866,0.15351868462049392,0.7235578491326393
Aster Wellness,paid_search,2024-09,20,45779.30391702625,184379.71876685933,4.027578031790142,3.8744590128653438,164043.6837622927,3.2299400536840857,0.04536314829859766,2.094664338176448,0.1560245330442275,0.7330265268534026
Aster Wellness,paid_search,2024-10,21,32799.687876877055,128226.04316077221,3.9093677855138464,3.5072618935443067,112822.86797879278,3.3133589225628293,0.03605120419015059,1.7669863190606687,0.1394202693643125,0.6452421503654143
Aster Wellness,paid_search,2024-11,22,29089.97761056483,120905.03234980453,4.156243568434186,3.046969118318044,88809.60962040402,3.2363795274165414,0.04127426064844932,1.9198981848943433,0.17748043798862206,0.7085136746393553
Aster Wellness,paid_search,2024-12,23,30894.81776789062,118771.38941334264,3.8443790251704693,3.33364056644797,85970.84486442266,2.968153284864991,0.042972548105604386,1.7397432426953914,0.1234681212460277,0.7502583550274045
Aster Wellness,paid_search,2025-01,24,27798.61975552582,105513.38396173454,3.795633915988241,3.554691885465593,89712.12016871918,3.1034534980696966,0.04180482705842058,1.882554542251977,0.14813262095990504,0.6654183939102842
Aster Wellness,paid_search,2025-02,25,33051.19849141747,112744.95097358919,3.4112212603384444,3.4809854493917443,108461.73846077407,3.170958718014592,0.04560184137495185,2.2035708607794486,0.14020389827538227,0.6916055034052462
Aster Wellness,paid_search,2025-03,26,29444.716830196074,158215.79928123337,5.373317060362431,3.6350682901177933,105222.79487137798,3.44591135982502,0.037579890290688096,1.8837108665841975,0.13641538627424044,0.7062702644595832
Aster Wellness,paid_search,2025-04,27,36545.42589297194,135021.52544169998,3.6946217520389055,3.165132903713015,117749.94858282669,3.3042494862115404,0.04852237519656223,1.6803201293896615,0.1456043995936124,0.740021982688114
